Date,Open,High,Low,Close,Adj Close,Volume
2005/5/24,128.608612,132.852859,126.876877,128.128128,128.128128,58028100
2005/5/25,126.491493,130.620621,125.440437,130.535538,130.535538,36079600
2005/5/26,130.610611,132.012009,129.279282,129.729736,129.729736,27066100
2005/5/27,130.360367,133.158157,129.754761,133.133133,133.133133,24343800
2005/5/31,134.849854,139.33934,134.819824,138.773773,138.773773,44429100
2005/6/1,141.741745,146.591599,141.151154,144.14415,144.14415,70313000
2005/6/2,144.509506,145.035034,142.442444,144.094101,144.094101,35912200
2005/6/3,143.538544,144.7948,138.843842,140.270264,140.270264,37527000
2005/6/6,141.336334,147.022018,141.056061,145.615616,145.615616,45006700
2005/6/7,148.6987,149.944946,145.295288,146.706711,146.706711,48597300
2005/6/8,146.571579,146.741745,139.139145,139.919922,139.919922,51350300
2005/6/9,142.502502,144.394394,140.420425,143.298294,143.298294,32849300
2005/6/10,143.638641,143.783783,140.150146,141.391388,141.391388,25367800
2005/6/13,140.050049,142.237244,138.398392,141.51651,141.51651,25580700
2005/6/14,139.434433,140.760757,139.014008,139.314316,139.314316,20163600
2005/6/15,137.637634,138.788788,133.848846,137.537537,137.537537,41724400
2005/6/16,137.267273,139.289291,136.671677,138.858856,138.858856,24899800
2005/6/17,139.639633,140.290283,138.088089,140.290283,140.290283,20847900
2005/6/20,138.183182,143.978973,136.001007,143.4935,143.4935,42007300
2005/6/21,144.179184,145.295288,142.627625,144.064072,144.064072,30234300
2005/6/22,144.97998,146.306305,144.479477,144.7948,144.7948,20927000
2005/6/23,144.14415,147.552551,143.393387,145,145,28084600
2005/6/24,145.595596,149.149155,144.934937,148.773773,148.773773,35506800
2005/6/27,149.599594,152.38739,147.077072,152.202209,152.202209,35570100
2005/6/28,153.293289,154.779785,151.151154,151.151154,151.151154,38034900
2005/6/29,151.401398,152.342346,146.221222,146.5065,146.5065,36560800
2005/6/30,147.317322,149.614609,145.665665,147.222229,147.222229,30158600
2005/7/1,147.667664,148.268265,144.754761,145.770767,145.770767,18436700
2005/7/5,146.196198,148.138138,145.260254,148.003006,148.003006,14973000
2005/7/6,148.798798,148.948944,145.835831,145.905899,145.905899,15984500
2005/7/7,144.839844,148.04805,144.399399,147.917923,147.917923,21322800
2005/7/8,148.27327,148.898895,147.172165,148.26326,148.26326,14900200
2005/7/11,148.348343,148.448456,145.655655,146.821823,146.821823,16763800
2005/7/12,146.841843,147.347351,145.610611,146.036041,146.036041,11718000
2005/7/13,146.401398,149.769775,146.196198,149.579575,149.579575,22852900
2005/7/14,152.82283,153.528534,150.185181,150.595596,150.595596,21314000
2005/7/15,150.770767,151.851852,150.040039,150.745743,150.745743,16859900
2005/7/18,150.150146,151.101105,149.024017,149.919922,149.919922,12403100
2005/7/19,151.201202,155.330338,151.051056,155.105103,155.105103,25217500
2005/7/20,152.937943,156.461456,151.051056,156.156158,156.156158,28592100
2005/7/21,157.182175,159.059052,155.760757,157.127121,157.127121,39539200
2005/7/22,153.338333,154.779785,148.313309,151.351349,151.351349,46726800
2005/7/25,151.346344,151.796799,147.627625,148.073074,148.073074,19298200
2005/7/26,147.652649,149.149155,146.191193,148.193192,148.193192,19614100
2005/7/27,149.019012,149.264267,146.346344,148.613617,148.613617,14421300
2005/7/28,148.853851,148.853851,146.786789,146.896896,146.896896,11839300
2005/7/29,146.216217,146.566574,143.638641,144.024017,144.024017,16709800
2005/8/1,144.204208,146.396393,144.194199,145.950958,145.950958,11313400
2005/8/2,145.945953,149.909912,145.705704,149.744751,149.744751,14565800
2005/8/3,149.149155,150.01001,147.947952,148.798798,148.798798,11849300
2005/8/4,147.922928,149.649643,147.772766,149.014008,149.014008,10462500
2005/8/5,148.898895,149.404404,145.800797,146.32132,146.32132,11867500
2005/8/8,146.946945,147.972977,145.390396,145.770767,145.770767,8954600
2005/8/9,146.126129,146.486481,144.399399,145.930923,145.930923,11547000
2005/8/10,145.795792,146.31131,142.582581,142.982986,142.982986,13744200
2005/8/11,143.088089,143.433426,140.450455,142.16716,142.16716,15014700
2005/8/12,141.821823,145.245239,140.960968,145.005005,145.005005,13158600
2005/8/15,145.045044,146.531525,142.027023,142.142136,142.142136,16333000
2005/8/16,142.582581,144.039032,141.811813,142.967972,142.967972,14204100
2005/8/17,142.897903,143.428421,142.142136,142.692688,142.692688,7758800
2005/8/18,138.093094,140.390396,137.637634,140.135132,140.135132,23721800
2005/8/19,140.635635,140.86586,139.949951,140.140137,140.140137,11074700
2005/8/22,140.760757,140.87587,136.811813,137.142136,137.142136,13612300
2005/8/23,138.218216,140.01001,137.197205,139.929932,139.929932,11631700
2005/8/24,138.92392,142.517517,138.363358,141.426422,141.426422,17169000
2005/8/25,141.416412,142.142136,140.125122,141.436432,141.436432,8744400
2005/8/26,141.881882,142.652649,141.471466,141.931931,141.931931,7503000
2005/8/29,141.261261,144.704712,141.261261,144.36937,144.36937,11794100
2005/8/30,143.838837,144.899902,143.083084,143.778778,143.778778,9574400
2005/8/31,144.259262,144.394394,142.322327,143.143143,143.143143,10057900
2005/9/1,143.098099,143.89389,142.642639,143.268265,143.268265,5478700
2005/9/2,143.398392,145.140137,143.363358,144.36937,144.36937,6862100
2005/9/6,144.644638,144.839844,143.543549,143.6987,143.6987,8416100
2005/9/7,143.088089,147.897903,142.782776,147.582581,147.582581,14984000
2005/9/8,147.562561,149.789795,146.826828,147.84285,147.84285,13213300
2005/9/9,148.788788,149.699707,148.428421,149.694702,149.694702,8772200
2005/9/12,151.026031,155.86586,150.65065,155.025024,155.025024,20752200
2005/9/13,154.654648,157.922928,153.238235,155.996002,155.996002,20579200
2005/9/14,154.519516,156.796799,150.300293,151.651657,151.651657,22529000
2005/9/15,149.909912,153.528534,149.104111,151.461456,151.461456,30901400
2005/9/16,152.162155,152.402405,150.085083,150.250244,150.250244,15144400
2005/9/19,150.65065,153.153152,150.505508,152.047043,152.047043,11512200
2005/9/20,153.228226,155.805801,152.767761,154.109116,154.109116,18683200
2005/9/21,154.35936,157.037033,153.133133,156.10611,156.10611,20219100
2005/9/22,155.905899,159.769775,155.240234,155.840836,155.840836,25986700
2005/9/23,156.656662,158.763763,156.451447,157.837845,157.837845,16950600
2005/9/26,159.909912,160.635635,156.436432,157.297302,157.297302,19769000
2005/9/27,157.632629,159.364365,156.846848,157.127121,157.127121,13732400
2005/9/28,157.267273,157.707703,152.952957,153.153152,153.153152,15978800
2005/9/29,153.4935,155.515518,153.193192,154.964966,154.964966,11216300
2005/9/30,157.267273,158.908905,156.3013,158.388382,158.388382,18284200
2005/10/3,156.97197,160.21521,156.551544,159.499496,159.499496,18302200
2005/10/4,160.135132,160.800797,155.525528,155.655655,155.655655,18270300
2005/10/5,156.501495,157.607605,154.15416,155.510513,155.510513,16640100
2005/10/6,157.227234,157.3974,155.200195,156.531525,156.531525,15971600
2005/10/7,157.552551,158.4935,155.42543,156.651657,156.651657,13527000
2005/10/10,156.811813,157.567566,154.729736,155.480484,155.480484,11133200
2005/10/11,155.460464,156.481476,152.582581,153.203201,153.203201,17068100
2005/10/12,152.752747,153.748749,149.649643,150.635635,150.635635,18593700
2005/10/13,151.151154,151.151154,145.485489,148.868866,148.868866,21114200
2005/10/14,150.100098,150.265259,146.416412,148.218216,148.218216,17021100
2005/10/17,148.898895,152.752747,147.427429,152.652649,152.652649,15118200
2005/10/18,152.632629,154.13414,151.521515,151.791794,151.791794,14141400
2005/10/19,152.152145,155.090088,152.132126,154.504501,154.504501,14007300
2005/10/20,155.150146,155.720718,150.755753,151.751755,151.751755,27795500
2005/10/21,173.073074,173.388382,166.666672,170.120117,170.120117,45739000
2005/10/24,171.856857,174.824829,171.266266,174.499496,174.499496,18844500
2005/10/25,173.063065,173.873871,171.601608,173.628632,173.628632,13742800
2005/10/26,173.313309,178.178177,173.268265,177.897903,177.897903,17797100
2005/10/27,178.478485,178.723724,176.016022,176.706711,176.706711,10258500
2005/10/28,177.81282,179.654648,177.687683,179.264267,179.264267,11795100
2005/10/31,180.300293,187.562561,179.934937,186.256256,186.256256,28657100
2005/11/1,186.116119,192.142136,184.689697,189.879883,189.879883,32679400
2005/11/2,191.041046,192.692688,188.773773,190.030029,190.030029,21109600
2005/11/3,191.396393,193.48349,190.880875,193.168167,193.168167,14881900
2005/11/4,195.185181,196.091095,192.917923,195.410416,195.410416,17632100
2005/11/7,197.747742,198.933929,196.271271,197.712708,197.712708,19163800
2005/11/8,197.322327,197.992996,194.484482,195.145142,195.145142,15779200
2005/11/9,193.528534,194.33934,189.204208,189.764771,189.764771,20912800
2005/11/10,189.36937,195.870865,188.9039,195.745743,195.745743,18239100
2005/11/11,197.757751,198.648651,194.619614,195.395401,195.395401,14113600
2005/11/14,196.256256,199.309311,195.960968,198.683685,198.683685,15600100
2005/11/15,197.38739,198.6987,195.67067,196.596603,196.596603,17232500
2005/11/16,198.298294,199.624619,197.252258,199.274277,199.274277,17373000
2005/11/17,201.101105,202.107101,199.964966,201.926926,201.926926,18405900
2005/11/18,201.946945,202.452454,200.125122,200.305298,200.305298,14037100
2005/11/21,199.78479,205.19519,196.94194,204.884888,204.884888,20649500
2005/11/22,204.529526,208.863861,203.318314,208.443451,208.443451,19172800
2005/11/23,208.728729,212.572571,208.098099,211.641647,211.641647,20149800
2005/11/25,213.103104,214.589584,212.862869,214.524521,214.524521,9670500
2005/11/28,215.125122,215.835831,211.431427,211.95195,211.95195,21994700
2005/11/29,212.442444,213.413406,201.271271,201.97197,201.97197,42948600
2005/11/30,202.332336,204.429428,197.977982,202.657654,202.657654,31162000
2005/12/1,204.80481,207.927933,204.34935,207.252258,207.252258,19470300
2005/12/2,208.67868,209.974976,207.137131,209.059052,209.059052,15071900
2005/12/5,208.70871,208.958954,202.342346,203.128128,203.128128,20558200
2005/12/6,204.55455,208.413406,201.051056,202.472473,202.472473,30220300
2005/12/7,203.283279,203.553558,199.704712,202.312317,202.312317,23308400
2005/12/8,202.852859,205.530533,201.521515,205.530533,205.530533,17802100
2005/12/9,207.707703,208.098099,204.484482,204.80481,204.80481,15271500
2005/12/12,207.522522,207.81282,205.180176,206.511505,206.511505,13886200
2005/12/13,206.456451,209.209213,206.026031,208.953949,208.953949,16311200
2005/12/14,208.728729,210.075073,207.952957,209.689697,209.689697,13247500
2005/12/15,209.764771,211.781784,208.458466,211.486481,211.486481,12079500
2005/12/16,212.882889,216.466461,211.586594,215.290283,215.290283,32628300
2005/12/19,216.316315,223.328323,210.265259,212.512512,212.512512,43829700
2005/12/20,214.14415,216.316315,212.547546,215.085083,215.085083,20149200
2005/12/21,216.991989,218.648651,210.565567,213.378372,213.378372,22421300
2005/12/22,216.101105,216.646652,213.178177,216.236237,216.236237,15078100
2005/12/23,216.29129,216.466461,214.604599,215.680679,215.680679,9181000
2005/12/27,216.146149,216.146149,211.591599,212.532532,212.532532,13392100
2005/12/28,212.382385,214.104111,210.840836,213.558563,213.558563,14221500
2005/12/29,214.204208,214.579575,209.7948,210.285278,210.285278,13877700
2005/12/30,208.843842,209.314316,207.077072,207.637634,207.637634,15159000
2006/1/3,211.471466,218.053055,209.319321,217.83284,217.83284,26216100
2006/1/4,222.172165,224.704712,220.095093,222.84285,222.84285,30542200
2006/1/5,223.223221,226.001007,220.970978,225.84584,225.84584,21594900
2006/1/6,228.663666,235.485489,226.846848,233.063065,233.063065,35478200
2006/1/9,233.438446,236.936935,230.700699,233.683685,233.683685,25558200
2006/1/10,232.442444,235.360367,231.251251,235.115112,235.115112,18176000
2006/1/11,235.870865,237.792786,234.824829,236.051056,236.051056,17996700
2006/1/12,237.097092,237.732727,230.980988,232.047043,232.047043,20230300
2006/1/13,232.38739,233.67868,231.036041,233.358353,233.358353,15297800
2006/1/17,231.761765,235.185181,231.49649,233.788788,233.788788,16524000
2006/1/18,223.873871,228.908905,221.846848,222.677673,222.677673,40930400
2006/1/19,225.810806,226.97197,216.716721,218.443451,218.443451,29045500
2006/1/20,219.569565,220.235229,197.567566,199.929932,199.929932,82151100
2006/1/23,203.89389,214.409409,203.068069,213.963959,213.963959,45437300
2006/1/24,218.233231,222.697693,217.457458,221.73674,221.73674,30898200
2006/1/25,225.85585,227.342346,214.824829,216.716721,216.716721,37442100
2006/1/26,219.98999,220.21521,211.991989,217.352356,217.352356,25826300
2006/1/27,217.717712,219.32933,214.704712,216.96196,216.96196,16887400
2006/1/30,214.829834,216.856857,212.712708,213.623627,213.623627,17160600
2006/1/31,215.500504,220.02002,212.197205,216.546539,216.546539,44087800
2006/2/1,194.709717,201.201202,193.953949,201.091095,201.091095,54190700
2006/2/2,202.112106,203.453461,198.188187,198.218216,198.218216,23591700
2006/2/3,197.007004,197.147141,186.471466,190.965973,190.965973,36527000
2006/2/6,192.847855,195.145142,189.969971,192.742737,192.742737,17862900
2006/2/7,191.686691,192.042038,181.856857,184.14415,184.14415,33227100
2006/2/8,184.424423,185.530533,177.512512,184.724731,184.724731,41566500
2006/2/9,185.785782,187.38739,178.233231,179.56456,179.56456,23800900
2006/2/10,181.156158,182.432434,176.74675,181.486481,181.486481,30416500
2006/2/13,173.4935,175.475479,171.116119,173.023026,173.023026,39396100
2006/2/14,172.837845,176.021027,171.371368,171.831833,171.831833,29278600
2006/2/15,170.805801,173.173172,169.084091,171.361359,171.361359,25868100
2006/2/16,173.008011,183.683685,172.417419,183.413406,183.413406,42588300
2006/2/17,185.115112,186.256256,181.991989,184.559555,184.559555,28611700
2006/2/21,183.403397,186.956955,182.737732,183.478485,183.478485,17354600
2006/2/22,183.758759,184.659653,182.112106,182.927933,182.927933,12939400
2006/2/23,182.987991,190.810806,182.877884,189.224228,189.224228,25078000
2006/2/24,188.838837,190.22522,186.931931,188.888885,188.888885,12955600
2006/2/27,190.825821,196.046051,190.330338,195.385391,195.385391,20403900
2006/2/28,196.796799,198.968964,169.424423,181.491486,181.491486,78796300
2006/3/1,184.464462,184.909912,180.830826,182.582581,182.582581,24098200
2006/3/2,182.322327,190.740738,181.281281,188.413406,188.413406,36623900
2006/3/3,192.342346,193.813812,188.068069,189.279282,189.279282,23900000
2006/3/6,190.645645,191.891891,183.753754,184.234238,184.234238,17861500
2006/3/7,182.692688,184.409409,179.254257,182.40741,182.40741,20736800
2006/3/8,177.142136,180.19519,175.44545,177.117111,177.117111,23467700
2006/3/9,177.872879,179.444443,170.920914,171.671677,171.671677,27792900
2006/3/10,171.921921,172.422424,165.940948,168.918915,168.918915,38612500
2006/3/13,170.635635,173.223221,167.892899,168.6987,168.6987,27257500
2006/3/14,168.738739,176.361359,166.476471,175.755753,175.755753,36864400
2006/3/15,175.560562,176.326324,170.43544,172.422424,172.422424,25512000
2006/3/16,174.479477,174.549545,169.119125,169.55455,169.55455,20013300
2006/3/17,169.569565,171.061066,167.632629,170.065063,170.065063,17086200
2006/3/20,171.341339,175.220215,170.940948,174.269272,174.269272,20794300
2006/3/21,175.180176,176.006012,169.709717,170.130127,170.130127,19642500
2006/3/22,170.045044,172.222229,168.918915,170.280273,170.280273,15176800
2006/3/23,171.346344,173.04805,170.270264,171.116119,171.116119,14854500
2006/3/24,184.494492,185.230225,181.436432,183.083084,183.083084,30330800
2006/3/27,183.728729,186.041046,182.682678,185.030029,185.030029,14033300
2006/3/28,186.041046,189.119125,185.770767,188.788788,188.788788,17873700
2006/3/29,190.160156,199.699707,189.944946,197.687683,197.687683,38016900
2006/3/30,194.789795,196.946945,191.996994,194.414413,194.414413,29393900
2006/3/31,194.56456,196.131134,192.207214,195.19519,195.19519,72969700
2006/4/3,194.959961,196.431427,194.159164,195.045044,195.045044,16229100
2006/4/4,195.145142,202.652649,194.264267,202.372375,202.372375,31399900
2006/4/5,204.304306,207.492493,201.611618,204.199203,204.199203,26794100
2006/4/6,203.448456,207.152145,202.917923,205.795792,205.795792,17179800
2006/4/7,206.411407,206.631638,202.212219,203.283279,203.283279,14037700
2006/4/10,203.743744,208.793793,202.827835,208.398392,208.398392,18621500
2006/4/11,208.418411,209.759766,203.313309,205.035034,205.035034,22192100
2006/4/12,204.704712,205.870865,202.797791,204.679672,204.679672,12021900
2006/4/13,204.519516,205.085083,200.450455,201.281281,201.281281,13092600
2006/4/17,201.926926,206.456451,200.620621,203.613617,203.613617,16502400
2006/4/18,204.169174,205.120117,200.950958,202.322327,202.322327,16258900
2006/4/19,206.491486,207.027023,203.568573,205.45546,205.45546,13549800
2006/4/20,205.710709,208.208206,204.304306,207.707703,207.707703,24518400
2006/4/21,224.674667,225.585587,218.303299,218.768768,218.768768,45057400
2006/4/24,219.919922,222.572571,218.478485,220.470474,220.470474,17655100
2006/4/25,220.035034,220.740738,213.213211,213.793793,213.793793,19118800
2006/4/26,214.084091,215.235229,211.976974,213.198196,213.198196,14541000
2006/4/27,211.666672,213.668671,209.904907,210.22522,210.22522,16659100
2006/4/28,209.524521,213.078079,208.358353,209.179184,209.179184,14827700
2006/5/1,209.444443,209.929932,199.474472,199.649643,199.649643,20701600
2006/5/2,200.740738,201.446442,194.394394,197.597595,197.597595,26182300
2006/5/3,198.373367,200.950958,195.635635,197.282288,197.282288,16128200
2006/5/4,197.712708,199.634628,196.3013,197.572571,197.572571,9294600
2006/5/5,198.998993,200.540543,196.08609,197.347351,197.347351,12117800
2006/5/8,197.752747,198.758759,195.220215,197.587585,197.587585,10226900
2006/5/9,198.04805,204.704712,197.072067,204.604599,204.604599,18262900
2006/5/10,204.35936,206.061066,201.131134,201.691696,201.691696,12362000
2006/5/11,201.911911,202.557556,192.682678,193.693695,193.693695,17767800
2006/5/12,191.96196,192.627625,186.96196,187.252258,187.252258,20155000
2006/5/15,188.153152,190.265259,184.309311,188.288284,188.288284,17163000
2006/5/16,188.183182,188.618622,185.130127,185.835831,185.835831,12969200
2006/5/17,185.490494,190.110107,185.295288,187.437439,187.437439,21266300
2006/5/18,189.579575,191.0961,185.540543,185.680679,185.680679,11658300
2006/5/19,186.826828,187.437439,180.465469,185.19519,185.19519,22773600
2006/5/22,184.109116,186.701706,182.8078,185.66066,185.66066,17191500
2006/5/23,187.292297,192.132126,186.966965,187.977982,187.977982,17948000
2006/5/24,188.863861,191.911911,185.990997,190.815811,190.815811,19088400
2006/5/25,189.729736,191.691696,186.341339,191.686691,191.686691,16372800
2006/5/26,192.467468,193.133133,190.2052,190.86586,190.86586,7326600
2006/5/30,189.32933,190.690689,185.910904,186.156158,186.156158,8623300
2006/5/31,187.087082,189.314316,183.573578,186.0961,186.0961,15946600
2006/6/1,186.956955,191.686691,185.985992,191.501495,191.501495,12543400
2006/6/2,193.613617,193.733734,188.91391,189.909912,189.909912,12760000
2006/6/5,188.278275,190.915909,187.262268,187.40741,187.40741,11105800
2006/6/6,188.478485,195.19519,188.338333,195.190186,195.190186,20499000
2006/6/7,196.816818,197.627625,193.443451,193.448456,193.448456,17804700
2006/6/8,194.069077,197.332336,189.484482,196.846848,196.846848,20698200
2006/6/9,196.29129,197.912918,192.867874,193.478485,193.478485,12302600
2006/6/12,194.364365,195.440445,190.690689,190.960968,190.960968,10028100
2006/6/13,190.64064,193.693695,189.249252,193.453461,193.453461,15302800
2006/6/14,195.110107,195.745743,189.449448,192.38739,192.38739,15528400
2006/6/15,193.50351,196.32132,191.691696,195.695694,195.695694,13557800
2006/6/16,194.744751,195.66066,194.194199,195.545547,195.545547,10598500
2006/6/19,195.620621,197.597595,193.683685,194.264267,194.264267,15250900
2006/6/20,194.209213,196.131134,193.448456,193.778778,193.778778,8071700
2006/6/21,195.725723,202.202209,195.070068,201.266266,201.266266,17471300
2006/6/22,200.990997,203.203201,194.194199,200.175171,200.175171,11811900
2006/6/23,201.581589,205.080078,200.570572,202.632629,202.632629,10618900
2006/6/26,203.578583,204.354355,201.826828,202.312317,202.312317,7095200
2006/6/27,203.05806,204.204208,200.705704,201.361359,201.361359,8205900
2006/6/28,202.207214,203.443451,200.765762,203.258255,203.258255,7413500
2006/6/29,204.199203,209.309311,203.113113,209.11412,209.11412,13303000
2006/6/30,208.008011,209.874878,206.371368,209.874878,209.874878,12503400
2006/7/3,210.230225,212.097092,209.934937,211.811813,211.811813,4309000
2006/7/5,210.970978,211.611618,208.02803,210.940948,210.940948,9961200
2006/7/6,211.901901,212.902908,211.201202,211.806808,211.806808,7366800
2006/7/7,213.238235,214.159164,208.148148,210.43544,210.43544,12071700
2006/7/10,211.931931,212.827835,208.398392,209.309311,209.309311,8863900
2006/7/11,209.464462,212.737732,206.721725,212.492493,212.492493,11930600
2006/7/12,211.256256,211.581589,208.573578,208.833832,208.833832,9803500
2006/7/13,207.207214,209.379379,203.618622,204.619614,204.619614,13835100
2006/7/14,205.370377,205.950958,199.504501,201.95195,201.95195,15089000
2006/7/17,202.517517,205.705704,202.062057,204.149155,204.149155,11612100
